Nhóm ngành,Ngành,Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn 2024
Xây dựng - Kiến trúc - Giao thông,Quản lý xây dựng,Trường Đại học Công Nghệ TPHCM,7580302,Quản lý xây dựng,A00; A01; C01; D01,16
Xây dựng - Kiến trúc - Giao thông,Quản lý xây dựng,Trường Đại Học Hồng Đức,7580302,Quản lý xây dựng,A00; A01; A02; B00,15
Xây dựng - Kiến trúc - Giao thông,Quản lý xây dựng,Trường Đại Học Xây Dựng Miền Trung,7580302,Quản lý xây dựng,A00; A01; C01; D01,15
Xây dựng - Kiến trúc - Giao thông,Quản lý xây dựng,Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng,7580302-DN,Quản lý xây dựng,A00; A01; C01; D01,15
Xây dựng - Kiến trúc - Giao thông,Khai thác vận tải,Trường Đại Học Giao Thông Vận Tải,7840101,"Khai thác vận tải (chuyên ngành: Vận tải - Thương mại quốc tế, Quy hoạch và quản lý GTVT đô thị, Vận tải - Kinh tế đường bộ và thành phố, Vận tải đuờng sắt)",A00; A01; D01; D07,25.07
Xây dựng - Kiến trúc - Giao thông,Khai thác vận tải,Trường Đại Học Giao Thông Vận Tải TPHCM,784010101A,Khai thác vận tải (chuyên ngành Quản trị logistics và vận tải đa phương thức) - Chương trình tiên tiến,A00; A01; D01; D07,22
Xây dựng - Kiến trúc - Giao thông,Khai thác vận tải,Trường Đại Học Giao Thông Vận Tải TPHCM,784010102A,Khai thác vận tải - Chương trình tiên tiến,A00; A01; D01; D07,22
Xây dựng - Kiến trúc - Giao thông,Khai thác vận tải,Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7840101,Khai thác vận tải,A00; A01; D01; C01,25.33
Xây dựng - Kiến trúc - Giao thông,Kinh tế vận tải,Trường Đại Học Hàng Hải Việt Nam,D401,Kinh tế vận tải biển,A00; A01; C01; D01,25.5
Xây dựng - Kiến trúc - Giao thông,Kinh tế vận tải,Trường Đại Học Hàng Hải Việt Nam,D410,Kinh tế vận tải thủy,A00; A01; C01; D01,24.75
Xây dựng - Kiến trúc - Giao thông,Kinh tế vận tải,Trường Đại Học Hàng Hải Việt Nam,H401,Kinh tế vận tải biển (CLC),A00; A01; C01; D01,23.75
Xây dựng - Kiến trúc - Giao thông,"Đô thị, mỹ thuật đô thị",Trường Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7580112,Đô thị học,A01,22
Xây dựng - Kiến trúc - Giao thông,"Đô thị, mỹ thuật đô thị",Trường Đại Học Kiến Trúc TPHCM,7210110,Mỹ thuật đô thị,V00; V01; V02,22.76
Xây dựng - Kiến trúc - Giao thông,"Đô thị, mỹ thuật đô thị",Trường Đại Học Xây Dựng Hà Nội,7210110,Mỹ thuật đô thị,H01; H06; V00; V02,18.01
Xây dựng - Kiến trúc - Giao thông,Quản lý phát triển đô thị và bất động sản,Trường Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,QHT95,Quản lý phát triển đô thị và bất động sản,A00; A01; B00; D10,24
Xây dựng - Kiến trúc - Giao thông,Quản lý phát triển đô thị và bất động sản,Trường Đại Học Mỏ Địa Chất,7580109,Quản lý phát triển đô thị và bất động sản,A00; C04; D01; D10,24.1
Xây dựng - Kiến trúc - Giao thông,Quản lý phát triển đô thị và bất động sản,Trường Đại Học Nông Lâm – Đại Học Thái Nguyên,7580109,Quản lý phát triển đô thị và Bất động sản,A00; A02; D10; C00,15
Xây dựng - Kiến trúc - Giao thông,Quy hoạch vùng và đô thị,Trường Đại Học Tôn Đức Thắng,7580105,Quy hoạch vùng và đô thị,A00; A01; V00; V01,23
Xây dựng - Kiến trúc - Giao thông,Quy hoạch vùng và đô thị,Trường Đại Học Cần Thơ,7580105,Quy hoạch vùng và đô thị,A00; A01; B00; D07,18
